time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),rain (mm),wind_speed_10m (km/h)
1/1/2023 12:00:00 AM,24.4,85.0,28.5,0.0,4.7
1/1/2023 01:00:00 AM,24.0,86.0,27.7,0.0,6.2
1/1/2023 02:00:00 AM,23.7,86.0,27.3,0.0,5.8
1/1/2023 03:00:00 AM,23.7,84.0,27.1,0.0,6.7
1/1/2023 04:00:00 AM,23.6,85.0,26.9,0.0,6.7
1/1/2023 05:00:00 AM,23.7,85.0,27.0,0.0,7.4
1/1/2023 06:00:00 AM,23.2,87.0,26.8,0.0,5.3
1/1/2023 07:00:00 AM,23.9,84.0,27.6,0.0,5.2
1/1/2023 08:00:00 AM,26.7,74.0,31.1,0.0,1.9
1/1/2023 09:00:00 AM,27.8,69.0,32.0,0.0,3.2
1/1/2023 10:00:00 AM,28.5,68.0,33.1,0.0,2.6
1/1/2023 11:00:00 AM,29.2,67.0,33.9,0.0,4.8
1/1/2023 12:00:00 PM,29.6,66.0,34.5,0.1,7.8
1/1/2023 01:00:00 PM,26.4,83.0,31.4,10.0,5.1
1/1/2023 02:00:00 PM,26.8,82.0,31.0,0.7,10.5
1/1/2023 03:00:00 PM,26.8,81.0,31.4,0.0,7.9
1/1/2023 04:00:00 PM,27.5,78.0,32.0,0.0,7.9
1/1/2023 05:00:00 PM,26.9,81.0,31.6,0.0,6.5
1/1/2023 06:00:00 PM,24.9,88.0,29.3,0.7,7.0
1/1/2023 07:00:00 PM,24.4,90.0,28.4,1.1,8.4
1/1/2023 08:00:00 PM,25.3,85.0,29.7,0.0,5.5
1/1/2023 09:00:00 PM,24.8,88.0,29.4,0.0,5.1
1/1/2023 10:00:00 PM,24.7,87.0,29.0,0.0,5.5
1/1/2023 11:00:00 PM,24.1,90.0,28.3,0.0,6.0
1/2/2023 12:00:00 AM,23.6,92.0,28.0,0.0,4.4
1/2/2023 01:00:00 AM,23.1,94.0,27.1,0.0,6.0
1/2/2023 02:00:00 AM,22.7,94.0,26.5,0.0,5.9
1/2/2023 03:00:00 AM,23.5,92.0,27.7,0.0,5.5
1/2/2023 04:00:00 AM,23.4,93.0,27.6,0.0,5.5
1/2/2023 05:00:00 AM,23.2,93.0,27.3,0.0,5.1
1/2/2023 06:00:00 AM,22.7,94.0,26.8,0.0,4.4
1/2/2023 07:00:00 AM,23.5,90.0,27.1,0.0,8.4
1/2/2023 08:00:00 AM,25.9,84.0,30.1,0.0,8.4
1/2/2023 09:00:00 AM,27.1,75.0,30.6,0.0,10.9
1/2/2023 10:00:00 AM,28.0,73.0,31.8,0.0,10.2
1/2/2023 11:00:00 AM,28.8,68.0,32.8,0.1,11.6
1/2/2023 12:00:00 PM,29.6,65.0,33.7,0.1,12.5
1/2/2023 01:00:00 PM,30.1,62.0,34.1,0.1,11.8
1/2/2023 02:00:00 PM,30.7,58.0,34.0,0.1,13.4
1/2/2023 03:00:00 PM,30.6,58.0,33.1,0.0,14.2
1/2/2023 04:00:00 PM,29.8,61.0,32.1,0.0,15.4
1/2/2023 05:00:00 PM,28.3,67.0,31.3,0.0,11.6
1/2/2023 06:00:00 PM,26.5,74.0,29.9,0.0,8.2
1/2/2023 07:00:00 PM,25.1,82.0,29.1,0.0,5.4
1/2/2023 08:00:00 PM,24.4,87.0,28.4,0.0,6.7
1/2/2023 09:00:00 PM,25.0,84.0,29.3,0.0,4.7
1/2/2023 10:00:00 PM,24.7,86.0,28.5,0.0,8.0
1/2/2023 11:00:00 PM,24.4,88.0,27.8,0.0,11.3
1/3/2023 12:00:00 AM,24.2,88.0,27.4,0.0,11.8
1/3/2023 01:00:00 AM,24.1,88.0,27.1,0.0,12.7
1/3/2023 02:00:00 AM,24.1,87.0,26.9,0.0,14.2
1/3/2023 03:00:00 AM,23.9,88.0,27.0,0.0,11.6
1/3/2023 04:00:00 AM,24.2,85.0,26.8,0.0,14.0
1/3/2023 05:00:00 AM,24.5,82.0,26.8,0.0,14.9
1/3/2023 06:00:00 AM,23.9,84.0,26.3,0.0,14.0
1/3/2023 07:00:00 AM,23.6,89.0,26.5,1.1,12.5
1/3/2023 08:00:00 AM,23.6,90.0,26.2,0.2,15.3
1/3/2023 09:00:00 AM,23.9,92.0,26.8,0.7,15.5
1/3/2023 10:00:00 AM,24.1,93.0,27.4,0.3,14.5
1/3/2023 11:00:00 AM,25.1,88.0,28.6,0.1,13.3
1/3/2023 12:00:00 PM,27.6,76.0,31.5,0.1,15.0
1/3/2023 01:00:00 PM,28.7,72.0,33.2,0.1,13.3
1/3/2023 02:00:00 PM,29.2,68.0,33.4,0.2,12.3
1/3/2023 03:00:00 PM,26.9,79.0,30.5,3.8,12.3
1/3/2023 04:00:00 PM,26.8,78.0,30.3,0.9,11.8
1/3/2023 05:00:00 PM,26.2,80.0,29.8,0.5,10.7
1/3/2023 06:00:00 PM,24.6,87.0,29.0,0.0,4.4
1/3/2023 07:00:00 PM,24.1,89.0,28.5,0.0,5.1
1/3/2023 08:00:00 PM,23.9,92.0,28.3,0.0,5.6
1/3/2023 09:00:00 PM,23.9,91.0,28.5,0.0,4.0
1/3/2023 10:00:00 PM,23.6,92.0,28.0,0.0,5.2
1/3/2023 11:00:00 PM,23.4,92.0,27.3,0.0,6.9
1/4/2023 12:00:00 AM,23.2,92.0,26.4,0.0,11.3
1/4/2023 01:00:00 AM,23.0,90.0,25.5,0.0,14.1
1/4/2023 02:00:00 AM,23.0,87.0,25.0,0.0,15.2
1/4/2023 03:00:00 AM,23.0,85.0,25.0,0.0,14.5
1/4/2023 04:00:00 AM,23.1,82.0,24.5,0.0,16.6
1/4/2023 05:00:00 AM,23.4,80.0,24.9,0.0,15.1
1/4/2023 06:00:00 AM,23.2,80.0,24.7,0.0,15.5
1/4/2023 07:00:00 AM,23.6,79.0,24.9,0.0,16.2
1/4/2023 08:00:00 AM,25.6,72.0,27.1,0.0,17.4
1/4/2023 09:00:00 AM,26.9,68.0,28.2,0.0,18.8
1/4/2023 10:00:00 AM,27.9,63.0,28.9,0.0,20.3
1/4/2023 11:00:00 AM,29.1,58.0,29.8,0.0,22.1
1/4/2023 12:00:00 PM,29.6,55.0,30.3,0.0,20.9
1/4/2023 01:00:00 PM,29.9,54.0,30.6,0.0,20.9
1/4/2023 02:00:00 PM,30.1,54.0,30.9,0.0,20.2
1/4/2023 03:00:00 PM,29.9,55.0,30.7,0.0,19.9
1/4/2023 04:00:00 PM,29.0,58.0,30.2,0.0,18.1
1/4/2023 05:00:00 PM,27.6,66.0,30.2,0.0,10.5
1/4/2023 06:00:00 PM,26.3,70.0,29.0,0.0,9.2
1/4/2023 07:00:00 PM,25.5,75.0,28.4,0.1,8.9
1/4/2023 08:00:00 PM,23.9,87.0,27.8,0.1,5.3
1/4/2023 09:00:00 PM,23.7,89.0,28.0,0.6,2.9
1/4/2023 10:00:00 PM,23.7,93.0,28.3,0.4,3.7
1/4/2023 11:00:00 PM,23.5,92.0,27.1,0.5,9.0
1/5/2023 12:00:00 AM,23.4,92.0,26.3,0.4,13.3
1/5/2023 01:00:00 AM,23.5,88.0,25.5,0.2,17.6
1/5/2023 02:00:00 AM,23.3,87.0,25.0,0.1,18.0
1/5/2023 03:00:00 AM,23.2,86.0,25.0,0.0,16.6
1/5/2023 04:00:00 AM,23.2,84.0,25.1,0.0,14.8
1/5/2023 05:00:00 AM,23.1,85.0,25.2,1.5,13.8
1/5/2023 06:00:00 AM,22.6,88.0,24.8,0.5,13.2
1/5/2023 07:00:00 AM,22.5,91.0,25.0,4.6,13.1
1/5/2023 08:00:00 AM,22.7,89.0,24.8,0.5,15.3
1/5/2023 09:00:00 AM,23.3,92.0,26.2,0.8,13.6
1/5/2023 10:00:00 AM,22.9,92.0,25.9,2.7,12.0
1/5/2023 11:00:00 AM,23.1,94.0,26.4,5.9,10.5
1/5/2023 12:00:00 PM,24.1,89.0,27.1,1.6,13.5
1/5/2023 01:00:00 PM,25.0,83.0,28.1,0.4,11.5
1/5/2023 02:00:00 PM,25.4,82.0,28.9,0.3,9.9
1/5/2023 03:00:00 PM,25.8,83.0,30.0,0.2,7.6
1/5/2023 04:00:00 PM,25.6,84.0,29.9,0.6,7.2
1/5/2023 05:00:00 PM,25.4,87.0,29.8,0.1,7.2
1/5/2023 06:00:00 PM,24.7,88.0,29.0,0.0,6.2
1/5/2023 07:00:00 PM,24.5,88.0,28.9,0.0,4.7
1/5/2023 08:00:00 PM,22.9,95.0,25.8,0.0,13.9
1/5/2023 09:00:00 PM,23.1,94.0,25.8,0.4,15.4
1/5/2023 10:00:00 PM,23.1,94.0,26.0,0.0,13.4
1/5/2023 11:00:00 PM,23.1,94.0,26.4,0.0,11.2
1/6/2023 12:00:00 AM,23.1,93.0,26.5,0.2,9.8
1/6/2023 01:00:00 AM,23.3,92.0,26.7,0.1,10.0
1/6/2023 02:00:00 AM,23.3,91.0,26.6,0.0,10.0
1/6/2023 03:00:00 AM,23.1,91.0,26.7,0.0,7.4
1/6/2023 04:00:00 AM,23.3,90.0,26.8,0.0,7.9
1/6/2023 05:00:00 AM,23.3,89.0,26.7,0.0,8.0
1/6/2023 06:00:00 AM,23.4,89.0,26.6,0.0,9.8
1/6/2023 07:00:00 AM,23.5,89.0,26.7,0.1,9.9
1/6/2023 08:00:00 AM,23.4,92.0,26.3,0.0,13.6
1/6/2023 09:00:00 AM,23.9,91.0,27.6,2.1,9.8
1/6/2023 10:00:00 AM,23.3,96.0,27.1,3.1,10.8
1/6/2023 11:00:00 AM,23.5,96.0,27.3,5.8,10.5
1/6/2023 12:00:00 PM,23.4,96.0,27.2,3.3,10.9
1/6/2023 01:00:00 PM,23.4,96.0,26.8,2.8,12.6
1/6/2023 02:00:00 PM,24.0,94.0,28.1,0.8,9.7
1/6/2023 03:00:00 PM,24.6,90.0,28.1,0.6,13.4
1/6/2023 04:00:00 PM,23.5,95.0,27.8,1.1,6.9
1/6/2023 05:00:00 PM,24.5,90.0,28.8,0.2,6.9
1/6/2023 06:00:00 PM,23.4,94.0,27.8,0.0,4.9
1/6/2023 07:00:00 PM,23.1,96.0,27.4,0.2,5.5
1/6/2023 08:00:00 PM,24.1,90.0,28.4,0.0,5.9
1/6/2023 09:00:00 PM,23.7,95.0,28.1,0.2,7.2
1/6/2023 10:00:00 PM,23.3,96.0,27.5,0.4,6.7
1/6/2023 11:00:00 PM,23.1,96.0,27.1,0.4,8.2
1/7/2023 12:00:00 AM,23.0,95.0,27.3,0.1,4.9
1/7/2023 01:00:00 AM,22.6,96.0,26.9,0.1,4.3
1/7/2023 02:00:00 AM,22.4,95.0,26.3,0.0,4.9
1/7/2023 03:00:00 AM,22.2,94.0,26.0,0.0,4.3
1/7/2023 04:00:00 AM,22.2,93.0,25.3,0.0,8.9
1/7/2023 05:00:00 AM,22.0,93.0,24.5,0.0,12.0
1/7/2023 06:00:00 AM,21.6,92.0,23.8,0.0,12.1
1/7/2023 07:00:00 AM,21.7,91.0,23.9,0.0,11.8
1/7/2023 08:00:00 AM,23.6,85.0,26.8,0.0,8.1
1/7/2023 09:00:00 AM,25.3,80.0,29.2,0.0,5.4
1/7/2023 10:00:00 AM,26.7,73.0,30.1,0.1,8.9
1/7/2023 11:00:00 AM,27.7,66.0,30.2,0.0,16.3
1/7/2023 12:00:00 PM,28.1,63.0,30.0,0.0,20.3
1/7/2023 01:00:00 PM,28.3,59.0,29.1,0.0,23.7
1/7/2023 02:00:00 PM,27.7,63.0,28.3,0.0,22.4
1/7/2023 03:00:00 PM,27.1,65.0,28.0,0.0,20.2
1/7/2023 04:00:00 PM,26.3,67.0,27.4,0.0,18.3
1/7/2023 05:00:00 PM,25.5,70.0,26.7,0.0,16.5
1/7/2023 06:00:00 PM,24.3,71.0,25.4,0.0,14.8
1/7/2023 07:00:00 PM,23.7,73.0,24.9,0.0,13.6
1/7/2023 08:00:00 PM,23.2,75.0,24.9,0.0,10.3
1/7/2023 09:00:00 PM,22.6,79.0,24.8,0.0,7.7
1/7/2023 10:00:00 PM,21.4,87.0,23.6,0.0,9.0
1/7/2023 11:00:00 PM,22.2,82.0,24.7,0.0,6.4
1/8/2023 12:00:00 AM,21.1,88.0,23.7,0.0,4.7
1/8/2023 01:00:00 AM,20.6,90.0,23.3,0.0,4.1
1/8/2023 02:00:00 AM,20.8,88.0,23.4,0.0,4.5
1/8/2023 03:00:00 AM,20.5,89.0,22.9,0.0,5.8
1/8/2023 04:00:00 AM,20.4,89.0,22.4,0.0,7.8
1/8/2023 05:00:00 AM,20.5,87.0,22.0,0.0,10.7
1/8/2023 06:00:00 AM,20.8,84.0,22.1,0.0,11.1
1/8/2023 07:00:00 AM,21.1,84.0,22.4,0.0,11.7
1/8/2023 08:00:00 AM,23.3,78.0,25.1,0.0,11.4
1/8/2023 09:00:00 AM,24.9,72.0,27.3,0.0,9.1
1/8/2023 10:00:00 AM,26.2,68.0,28.9,0.0,8.2
1/8/2023 11:00:00 AM,26.6,68.0,29.2,0.1,12.9
1/8/2023 12:00:00 PM,27.2,65.0,28.9,0.1,15.8
1/8/2023 01:00:00 PM,27.0,65.0,28.3,0.0,17.4
1/8/2023 02:00:00 PM,27.5,62.0,28.6,0.0,17.4
1/8/2023 03:00:00 PM,27.3,60.0,27.7,0.0,20.6
1/8/2023 04:00:00 PM,26.0,66.0,26.4,0.0,20.5
1/8/2023 05:00:00 PM,25.1,68.0,25.8,0.0,17.3
1/8/2023 06:00:00 PM,23.6,72.0,24.6,0.0,13.7
1/8/2023 07:00:00 PM,23.0,75.0,24.5,0.0,10.7
1/8/2023 08:00:00 PM,23.1,74.0,24.6,0.0,10.2
1/8/2023 09:00:00 PM,23.5,72.0,24.7,0.0,11.8
1/8/2023 10:00:00 PM,23.2,73.0,24.8,0.0,8.9
1/8/2023 11:00:00 PM,21.6,82.0,23.9,0.0,5.4
1/9/2023 12:00:00 AM,21.5,82.0,23.3,0.0,8.9
1/9/2023 01:00:00 AM,21.2,84.0,23.1,0.0,7.4
1/9/2023 02:00:00 AM,21.1,83.0,23.5,0.0,3.6
1/9/2023 03:00:00 AM,20.8,83.0,22.7,0.0,6.4
1/9/2023 04:00:00 AM,20.4,85.0,21.7,0.0,10.4
1/9/2023 05:00:00 AM,20.4,86.0,21.6,0.0,11.6
1/9/2023 06:00:00 AM,20.4,87.0,21.8,0.0,11.4
1/9/2023 07:00:00 AM,20.7,87.0,22.0,0.0,12.2
1/9/2023 08:00:00 AM,23.4,77.0,25.6,0.0,8.1
1/9/2023 09:00:00 AM,24.8,72.0,27.0,0.0,9.0
1/9/2023 10:00:00 AM,26.1,66.0,28.3,0.0,10.4
1/9/2023 11:00:00 AM,27.3,62.0,30.1,0.0,12.2
1/9/2023 12:00:00 PM,28.2,58.0,30.7,0.0,13.4
1/9/2023 01:00:00 PM,28.3,59.0,31.1,0.0,14.2
1/9/2023 02:00:00 PM,29.0,55.0,31.3,0.0,13.7
1/9/2023 03:00:00 PM,28.9,56.0,30.2,0.0,14.3
1/9/2023 04:00:00 PM,28.0,60.0,29.6,0.0,13.0
1/9/2023 05:00:00 PM,26.8,67.0,29.5,0.0,8.8
1/9/2023 06:00:00 PM,24.5,75.0,27.4,0.0,5.8
1/9/2023 07:00:00 PM,25.1,71.0,28.0,0.0,5.0
1/9/2023 08:00:00 PM,24.0,76.0,26.7,0.0,6.2
1/9/2023 09:00:00 PM,23.1,80.0,26.3,0.0,2.6
1/9/2023 10:00:00 PM,21.6,87.0,24.6,0.0,3.9
1/9/2023 11:00:00 PM,21.4,87.0,24.2,0.0,4.3
1/10/2023 12:00:00 AM,21.9,85.0,24.3,0.0,7.4
1/10/2023 01:00:00 AM,21.6,88.0,23.8,0.0,9.8
1/10/2023 02:00:00 AM,21.5,88.0,23.8,0.0,8.4
1/10/2023 03:00:00 AM,21.4,88.0,23.8,0.0,8.2
1/10/2023 04:00:00 AM,21.3,88.0,23.4,0.0,9.9
1/10/2023 05:00:00 AM,21.2,88.0,22.9,0.0,11.8
1/10/2023 06:00:00 AM,20.8,89.0,22.4,0.0,11.7
1/10/2023 07:00:00 AM,21.0,88.0,22.4,0.0,13.2
1/10/2023 08:00:00 AM,23.5,79.0,26.1,0.0,7.2
1/10/2023 09:00:00 AM,25.0,72.0,27.7,0.0,6.2
1/10/2023 10:00:00 AM,26.0,68.0,28.6,0.0,8.3
1/10/2023 11:00:00 AM,27.0,65.0,30.5,0.0,7.9
1/10/2023 12:00:00 PM,27.6,63.0,31.8,0.0,7.6
1/10/2023 01:00:00 PM,28.3,61.0,32.4,0.0,9.0
1/10/2023 02:00:00 PM,28.6,59.0,31.8,0.0,10.9
1/10/2023 03:00:00 PM,28.4,55.0,30.1,0.0,11.6
1/10/2023 04:00:00 PM,28.1,56.0,29.5,0.0,11.0
1/10/2023 05:00:00 PM,26.6,64.0,28.6,0.0,10.1
1/10/2023 06:00:00 PM,24.5,72.0,26.8,0.0,7.9
1/10/2023 07:00:00 PM,22.8,84.0,25.5,0.0,8.0
1/10/2023 08:00:00 PM,24.1,74.0,27.5,0.0,1.1
1/10/2023 09:00:00 PM,22.9,80.0,26.0,0.0,3.3
1/10/2023 10:00:00 PM,22.1,87.0,25.2,0.0,4.3
1/10/2023 11:00:00 PM,22.3,85.0,25.2,0.0,5.8
1/11/2023 12:00:00 AM,22.0,87.0,25.0,0.0,5.3
1/11/2023 01:00:00 AM,21.9,89.0,25.1,0.0,4.8
1/11/2023 02:00:00 AM,21.4,89.0,24.3,0.0,5.5
1/11/2023 03:00:00 AM,21.8,87.0,24.5,0.0,5.8
1/11/2023 04:00:00 AM,21.6,87.0,24.1,0.0,6.4
1/11/2023 05:00:00 AM,21.3,87.0,23.5,0.0,8.7
1/11/2023 06:00:00 AM,21.3,86.0,23.1,0.0,11.0
1/11/2023 07:00:00 AM,21.7,85.0,23.3,0.0,12.2
1/11/2023 08:00:00 AM,23.9,77.0,26.5,0.0,7.9
1/11/2023 09:00:00 AM,25.2,73.0,28.3,0.0,5.4
1/11/2023 10:00:00 AM,26.4,71.0,29.9,0.0,5.5
1/11/2023 11:00:00 AM,27.6,65.0,31.3,0.0,9.4
1/11/2023 12:00:00 PM,28.0,62.0,31.0,0.0,11.0
1/11/2023 01:00:00 PM,27.7,63.0,30.1,0.0,10.3
1/11/2023 02:00:00 PM,28.4,61.0,31.2,0.0,8.0
1/11/2023 03:00:00 PM,28.4,60.0,30.7,0.0,10.1
1/11/2023 04:00:00 PM,28.3,58.0,30.4,0.0,9.5
1/11/2023 05:00:00 PM,27.1,63.0,29.5,0.0,8.4
1/11/2023 06:00:00 PM,24.5,72.0,26.9,0.0,6.8
1/11/2023 07:00:00 PM,22.9,83.0,25.4,0.0,8.4
1/11/2023 08:00:00 PM,23.1,81.0,26.0,0.0,5.4
1/11/2023 09:00:00 PM,22.7,83.0,26.1,0.0,2.2
1/11/2023 10:00:00 PM,22.1,86.0,24.9,0.0,6.5
1/11/2023 11:00:00 PM,22.0,87.0,24.7,0.0,6.9
1/12/2023 12:00:00 AM,21.8,88.0,24.6,0.0,6.3
1/12/2023 01:00:00 AM,21.6,88.0,24.5,0.0,4.9
1/12/2023 02:00:00 AM,21.1,89.0,23.9,0.0,4.8
1/12/2023 03:00:00 AM,21.2,88.0,23.6,0.0,7.4
1/12/2023 04:00:00 AM,21.4,87.0,23.3,0.0,10.7
1/12/2023 05:00:00 AM,21.1,89.0,22.8,0.0,12.0
1/12/2023 06:00:00 AM,21.0,89.0,22.7,0.0,12.1
1/12/2023 07:00:00 AM,21.6,86.0,23.3,0.0,11.9
1/12/2023 08:00:00 AM,24.4,78.0,27.2,0.0,8.4
1/12/2023 09:00:00 AM,25.9,71.0,29.1,0.0,5.4
1/12/2023 10:00:00 AM,26.9,68.0,30.2,0.0,6.9
1/12/2023 11:00:00 AM,28.0,63.0,30.7,0.0,14.3
1/12/2023 12:00:00 PM,28.7,59.0,30.3,0.0,16.6
1/12/2023 01:00:00 PM,29.5,55.0,31.3,0.0,16.7
1/12/2023 02:00:00 PM,29.3,55.0,30.4,0.0,16.9
1/12/2023 03:00:00 PM,28.5,59.0,29.7,0.0,17.0
1/12/2023 04:00:00 PM,27.9,61.0,29.6,0.0,13.7
1/12/2023 05:00:00 PM,26.9,66.0,29.2,0.0,10.9
1/12/2023 06:00:00 PM,25.2,72.0,27.7,0.0,8.8
1/12/2023 07:00:00 PM,23.3,84.0,26.3,0.0,7.7
1/12/2023 08:00:00 PM,23.3,80.0,25.8,0.0,8.0
1/12/2023 09:00:00 PM,24.5,74.0,27.1,0.0,6.9
1/12/2023 10:00:00 PM,24.3,76.0,27.3,0.0,4.7
1/12/2023 11:00:00 PM,23.9,78.0,27.1,0.0,3.5
1/13/2023 12:00:00 AM,21.7,89.0,24.6,0.0,5.8
1/13/2023 01:00:00 AM,22.2,87.0,25.2,0.0,5.1
1/13/2023 02:00:00 AM,21.7,89.0,24.5,0.0,6.9
1/13/2023 03:00:00 AM,21.7,89.0,24.3,0.0,8.2
1/13/2023 04:00:00 AM,22.1,86.0,24.0,0.0,11.5
1/13/2023 05:00:00 AM,22.2,83.0,23.7,0.0,13.7
1/13/2023 06:00:00 AM,22.0,84.0,23.3,0.0,14.3
1/13/2023 07:00:00 AM,22.1,84.0,23.7,0.0,13.0
1/13/2023 08:00:00 AM,24.3,77.0,26.4,0.0,11.9
1/13/2023 09:00:00 AM,25.8,71.0,27.8,0.0,12.5
1/13/2023 10:00:00 AM,27.1,66.0,29.5,0.0,12.4
1/13/2023 11:00:00 AM,28.3,62.0,31.6,0.0,11.1
1/13/2023 12:00:00 PM,29.3,58.0,32.6,0.0,11.7
1/13/2023 01:00:00 PM,29.1,58.0,31.8,0.0,8.7
1/13/2023 02:00:00 PM,29.4,58.0,32.2,0.0,7.8
1/13/2023 03:00:00 PM,29.5,58.0,32.3,0.1,8.7
1/13/2023 04:00:00 PM,28.7,62.0,31.3,0.0,11.2
1/13/2023 05:00:00 PM,27.0,71.0,29.8,0.0,11.8
1/13/2023 06:00:00 PM,25.7,76.0,29.2,0.0,5.7
1/13/2023 07:00:00 PM,24.1,84.0,27.5,0.0,7.8
1/13/2023 08:00:00 PM,24.8,80.0,28.7,0.0,3.8
1/13/2023 09:00:00 PM,23.9,85.0,27.5,0.0,5.8
1/13/2023 10:00:00 PM,23.0,89.0,26.4,0.0,6.6
1/13/2023 11:00:00 PM,22.3,91.0,25.7,0.0,6.3
1/14/2023 12:00:00 AM,22.5,89.0,26.1,0.0,3.6
1/14/2023 01:00:00 AM,22.3,89.0,26.0,0.0,2.5
1/14/2023 02:00:00 AM,21.4,92.0,24.7,0.0,3.9
1/14/2023 03:00:00 AM,21.9,90.0,25.2,0.0,4.6
1/14/2023 04:00:00 AM,22.2,89.0,25.0,0.0,7.5
1/14/2023 05:00:00 AM,22.5,88.0,25.1,0.0,10.1
1/14/2023 06:00:00 AM,22.5,88.0,25.4,0.0,8.5
1/14/2023 07:00:00 AM,22.9,87.0,25.8,0.0,8.3
1/14/2023 08:00:00 AM,24.7,81.0,28.0,0.0,8.2
1/14/2023 09:00:00 AM,25.9,74.0,29.0,0.0,8.3
1/14/2023 10:00:00 AM,27.4,68.0,30.6,0.0,8.1
1/14/2023 11:00:00 AM,28.7,63.0,32.8,0.0,7.2
1/14/2023 12:00:00 PM,29.6,60.0,34.6,0.0,5.9
1/14/2023 01:00:00 PM,30.3,58.0,35.1,0.0,5.2
1/14/2023 02:00:00 PM,29.4,61.0,33.1,0.1,8.6
1/14/2023 03:00:00 PM,28.1,71.0,32.2,0.2,7.2
1/14/2023 04:00:00 PM,27.5,74.0,31.5,0.1,7.9
1/14/2023 05:00:00 PM,26.5,78.0,30.8,0.0,5.5
1/14/2023 06:00:00 PM,24.9,88.0,29.8,0.0,3.7
1/14/2023 07:00:00 PM,24.7,87.0,29.2,0.0,3.6
1/14/2023 08:00:00 PM,24.2,91.0,29.0,0.0,3.3
1/14/2023 09:00:00 PM,24.1,90.0,27.7,0.7,10.3
1/14/2023 10:00:00 PM,24.0,90.0,28.6,0.3,2.8
1/14/2023 11:00:00 PM,23.4,94.0,28.0,0.0,4.0
1/15/2023 12:00:00 AM,23.3,95.0,27.9,0.0,4.1
1/15/2023 01:00:00 AM,23.3,94.0,27.7,0.0,4.5
1/15/2023 02:00:00 AM,23.3,94.0,27.9,0.0,3.4
1/15/2023 03:00:00 AM,22.3,96.0,26.5,0.0,4.2
1/15/2023 04:00:00 AM,22.6,94.0,26.3,0.0,7.3
1/15/2023 05:00:00 AM,22.3,93.0,25.6,0.0,7.9
1/15/2023 06:00:00 AM,22.7,91.0,25.7,0.0,9.6
1/15/2023 07:00:00 AM,23.1,90.0,25.8,0.0,12.5
1/15/2023 08:00:00 AM,24.5,85.0,27.5,0.0,12.2
1/15/2023 09:00:00 AM,25.4,81.0,28.5,0.0,11.7
1/15/2023 10:00:00 AM,27.5,71.0,30.1,0.0,15.5
1/15/2023 11:00:00 AM,27.8,71.0,30.5,0.0,15.0
1/15/2023 12:00:00 PM,27.9,74.0,31.4,0.1,12.5
1/15/2023 01:00:00 PM,27.4,77.0,31.4,3.7,10.0
1/15/2023 02:00:00 PM,26.2,82.0,30.7,2.7,6.8
1/15/2023 03:00:00 PM,25.9,86.0,30.5,1.7,7.6
1/15/2023 04:00:00 PM,24.9,87.0,28.6,1.2,11.1
1/15/2023 05:00:00 PM,24.2,94.0,28.9,1.6,6.6
1/15/2023 06:00:00 PM,23.9,95.0,29.1,2.5,1.8
1/15/2023 07:00:00 PM,23.4,96.0,28.3,1.3,2.6
1/15/2023 08:00:00 PM,23.4,94.0,27.6,0.1,6.6
1/15/2023 09:00:00 PM,23.8,94.0,28.6,0.2,3.9
1/15/2023 10:00:00 PM,23.9,95.0,28.9,0.1,3.4
1/15/2023 11:00:00 PM,23.9,94.0,28.7,0.1,3.9
1/16/2023 12:00:00 AM,23.7,94.0,28.3,0.2,4.8
1/16/2023 01:00:00 AM,23.4,96.0,28.2,0.3,3.9
1/16/2023 02:00:00 AM,23.1,95.0,27.7,2.7,3.8
1/16/2023 03:00:00 AM,22.9,96.0,27.2,1.2,4.9
1/16/2023 04:00:00 AM,22.8,95.0,27.0,0.3,5.4
1/16/2023 05:00:00 AM,22.8,95.0,27.0,0.2,4.3
1/16/2023 06:00:00 AM,23.0,91.0,26.6,0.1,6.9
1/16/2023 07:00:00 AM,23.3,91.0,26.9,0.0,8.7
1/16/2023 08:00:00 AM,23.8,94.0,28.1,0.0,6.6
1/16/2023 09:00:00 AM,25.4,86.0,29.1,0.2,11.2
1/16/2023 10:00:00 AM,26.1,81.0,29.4,0.0,13.0
1/16/2023 11:00:00 AM,26.4,79.0,29.6,0.1,13.8
1/16/2023 12:00:00 PM,27.1,77.0,30.6,0.1,12.1
1/16/2023 01:00:00 PM,27.5,76.0,31.2,0.1,11.8
1/16/2023 02:00:00 PM,28.0,72.0,31.6,0.8,10.1
1/16/2023 03:00:00 PM,24.6,92.0,29.6,13.9,4.4
1/16/2023 04:00:00 PM,24.6,91.0,28.6,0.6,10.2
1/16/2023 05:00:00 PM,24.8,88.0,29.0,0.1,8.4
1/16/2023 06:00:00 PM,24.1,91.0,28.9,0.0,2.5
1/16/2023 07:00:00 PM,23.2,86.0,26.2,0.0,8.7
1/16/2023 08:00:00 PM,23.2,85.0,26.1,0.0,8.7
1/16/2023 09:00:00 PM,23.3,84.0,26.7,0.0,4.6
1/16/2023 10:00:00 PM,23.3,83.0,26.8,0.0,3.3
1/16/2023 11:00:00 PM,23.2,83.0,26.3,0.0,5.8
1/17/2023 12:00:00 AM,23.4,81.0,26.4,0.0,5.6
1/17/2023 01:00:00 AM,24.2,76.0,27.4,0.0,3.8
1/17/2023 02:00:00 AM,21.9,88.0,25.0,0.0,4.6
